"公司代號","公司名稱","產業別","基本每股盈餘(元)","普通股每股面額","營業收入","營業利益","營業外收入及支出","稅後淨利",
"2379","瑞昱半導體股份有限公司","半導體業","5.14","新台幣                 10.0000元","30886417.00","2591943.00","180154.00","2594508.00",
"2380","虹光精密工業股份有限公司","電腦及週邊設備業","-1.87","新台幣                 10.0000元","1434022.00","-350787.00","-36168.00","-388441.00",
"2382","廣達電腦股份有限公司","電腦及週邊設備業","2.79","新台幣                 10.0000元","739464399.00","13491933.00","1719523.00","10838444.00",
"2383","台光電子材料股份有限公司","電子零組件業","6.97","新台幣                 10.0000元","17889063.00","3203908.00","19176.00","2227132.00",
"2385","群光電子股份有限公司","電子零組件業","4.00","新台幣                 10.0000元","57120587.00","3559360.00","496580.00","3327381.00",
"2387","精元電腦股份有限公司","電腦及週邊設備業","1.05","新台幣                 10.0000元","8748148.00","506323.00","-76146.00","223484.00",
"2388","威盛電子股份有限公司","半導體業","0.10","新台幣                 10.0000元","3386893.00","-1026347.00","1076568.00","39934.00",
"2390","云辰電子開發股份有限公司","其他電子業","-0.78","新台幣                 10.0000元","533094.00","-159462.00","-10247.00","-167319.00",
"2392","正崴精密工業股份有限公司","電子零組件業","2.15","新台幣                 10.0000元","64243353.00","513367.00","756144.00","995001.00",
"2393","億光電子工業股份有限公司","光電業","2.20","新台幣                 10.0000元","20612655.00","1441704.00","-155166.00","1003371.00",
"2395","研華股份有限公司","電腦及週邊設備業","6.49","新台幣                 10.0000元","32615142.00","4984393.00","634439.00","4525815.00",
"2397","友通資訊股份有限公司","電腦及週邊設備業","2.97","新台幣                 10.0000元","2904339.00","463605.00","-27252.00","340673.00",
"2399","映泰股份有限公司","電腦及週邊設備業","0.59","新台幣                 10.0000元","2629242.00","98211.00","5536.00","105162.00",
"2401","凌陽科技股份有限公司","半導體業","0.72","新台幣                 10.0000元","5157072.00","48261.00","538232.00","528618.00",
"2402","毅嘉科技股份有限公司","電子零組件業","-0.99","新台幣                 10.0000元","5247211.00","-225443.00","-68545.00","-302719.00",
"2404","漢唐集成股份有限公司","其他電子業","4.08","新台幣                 10.0000元","9921141.00","1218898.00","134756.00","1042676.00",
"2405","浩鑫股份有限公司","電腦及週邊設備業","-0.17","新台幣                 10.0000元","3619114.00","-162039.00","98877.00","-54677.00",
"2406","國碩科技工業股份有限公司","光電業","-5.52","新台幣                 10.0000元","9045265.00","-1689701.00","-19537.00","-1786172.00",
"2408","南亞科技股份有限公司","半導體業","6.65","新台幣                 10.0000元","38149438.00","12264930.00","7581835.00","18327618.00",
"2409","友達光電股份有限公司","光電業","2.93","新台幣                 10.0000元","260364651.00","33436406.00","664048.00","26604929.00",
"2412","中華電信股份有限公司","通信網路業","3.89","新台幣                 10.0000元","166629444.00","36269192.00","985900.00","31120856.00",
"2413","環隆科技股份有限公司","電子零組件業","-0.20","新台幣                 10.0000元","2711300.00","17656.00","-25282.00","-25547.00",
"2414","精技電腦股份有限公司","電子通路業","1.32","新台幣                 10.0000元","12491527.00","273225.00","5101.00","229754.00",
"2415","錩新科技股份有限公司","電子零組件業","0.98","新台幣                 10.0000元","1674657.00","172976.00","-20861.00","92849.00",
"2417","圓剛科技股份有限公司","電腦及週邊設備業","-0.24","新台幣                 10.0000元","1884628.00","-20255.00","21550.00","-15815.00",
"2419","仲琦科技股份有限公司","通信網路業","1.05","新台幣                 10.0000元","6415296.00","457880.00","-33177.00","290091.00",
"2420","新巨企業股份有限公司","電子零組件業","2.18","新台幣                 10.0000元","2199737.00","450288.00","-62061.00","332324.00",
"2421","建準電機工業股份有限公司","電子零組件業","2.07","新台幣                 10.0000元","8201663.00","608080.00","55851.00","523487.00",
"2423","固緯電子實業股份有限公司","其他電子業","1.64","新台幣                 10.0000元","1694411.00","213705.00","77886.00","238010.00",
"2424","隴華電子股份有限公司","電腦及週邊設備業","-1.11","新台幣                 10.0000元","22653.00","-10050.00","-23912.00","-33407.00",
"2425","承啟科技股份有限公司","電腦及週邊設備業","-0.43","新台幣                 10.0000元","4331484.00","12810.00","-58710.00","-46672.00",
"2426","鼎元光電科技股份有限公司","光電業","0.35","新台幣                 10.0000元","2319254.00","260793.00","-179241.00","81554.00",
"2427","三商電腦股份有限公司","資訊服務業","0.36","新台幣                 10.0000元","1852145.00","56075.00","25689.00","67097.00",
"2428","興勤電子工業股份有限公司","電子零組件業","6.42","新台幣                 10.0000元","4322477.00","902384.00","254766.00","820635.00",
"2429","銘旺科技股份有限公司","電子零組件業","-1.36","新台幣                 10.0000元","841703.00","17695.00","-13605.00","-46480.00",
"2430","燦坤實業股份有限公司","電子通路業","1.28","新台幣                 10.0000元","15463134.00","390969.00","-110586.00","211417.00",
"2431","聯昌電子企業股份有限公司","電子零組件業","0.13","新台幣                 10.0000元","1899213.00","14274.00","826.00","13946.00",
"2433","互盛股份有限公司","其他電子業","3.21","新台幣                 10.0000元","2747218.00","303903.00","224748.00","474558.00",
"2434","統懋半導體股份有限公司","半導體業","-1.10","新台幣                 10.0000元","184681.00","-66692.00","-6633.00","-77895.00",
"2436","偉詮電子股份有限公司","半導體業","0.76","新台幣                 10.0000元","1740977.00","84116.00","109418.00","169241.00",
"2438","翔耀實業股份有限公司","光電業","-0.37","新台幣                 10.0000元","378501.00","48335.00","-22782.00","7423.00",
"2439","美律實業股份有限公司","通信網路業","7.78","新台幣                 10.0000元","16368236.00","1684397.00","116925.00","1474780.00",
"2440","太空梭高傳真資訊科技(股)公司","電子零組件業","0.51","新台幣                 10.0000元","2240036.00","71041.00","6880.00","71077.00",
"2441","超豐電子股份有限公司","半導體業","3.27","新台幣                 10.0000元","8823349.00","2222816.00","-15301.00","1861815.00",
"2442","新美齊股份有限公司","電腦及週邊設備業","-0.23","新台幣                 10.0000元","1231371.00","-93988.00","29154.00","-55539.00",
"2443","新利虹科技股份有限公司","電子零組件業","-1.39","新台幣                 10.0000元","541055.00","-206004.00","334.00","-206191.00",
"2444","友旺科技股份有限公司","通信網路業","0.22","新台幣                 10.0000元","1164157.00","33505.00","-14016.00","19489.00",
"2448","晶元光電股份有限公司","光電業","1.18","新台幣                 10.0000元","19333270.00","1889389.00","-204425.00","1322883.00",
"2449","京元電子股份有限公司","半導體業","1.53","新台幣                 10.0000元","14884292.00","2821909.00","-436342.00","1804364.00",
"2450","神腦國際企業股份有限公司","通信網路業","2.55","新台幣                 10.0000元","26590635.00","561422.00","183653.00","632212.00",
"2451","創見資訊股份有限公司","半導體業","4.78","新台幣                 10.0000元","16147227.00","3123985.00","-555106.00","2060088.00",
"2453","凌群電腦股份有限公司","資訊服務業","0.51","新台幣                 10.0000元","3035820.00","28062.00","37087.00","51518.00",
"2454","聯發科技股份有限公司","半導體業","9.06","新台幣                 10.0000元","177812918.00","8529228.00","7972954.00","13909952.00",
"2455","全新光電科技股份有限公司","通信網路業","1.56","新台幣                 10.0000元","1556333.00","367614.00","-21737.00","285118.00",
"2456","奇力新電子股份有限公司","電子零組件業","5.63","新台幣                 10.0000元","9330343.00","1354685.00","-46303.00","1124094.00",
"2457","飛宏科技股份有限公司","電子零組件業","0.35","新台幣                 10.0000元","8714091.00","-77859.00","270036.00","111707.00",
"2458","義隆電子股份有限公司","半導體業","2.00","新台幣                 10.0000元","5615942.00","1026446.00","-43817.00","794563.00",
"2459","敦吉科技股份有限公司","電子通路業","3.26","新台幣                 10.0000元","7886742.00","450525.00","28206.00","380841.00",
"2460","建通精密工業股份有限公司","電子零組件業","-0.19","新台幣                 10.0000元","2757535.00","-1581.00","-28052.00","-32249.00",
"2461","光群雷射科技股份有限公司","其他電子業","0.85","新台幣                 10.0000元","3778411.00","316081.00","-98553.00","145255.00",
"2462","台灣良得電子股份有限公司","電子零組件業","0.21","新台幣                 10.0000元","3168281.00","36831.00","-5912.00","30464.00",
"2464","盟立自動化股份有限公司","其他電子業","1.18","新台幣                 10.0000元","8686774.00","413794.00","-139647.00","230774.00",
"2465","麗臺科技股份有限公司","電腦及週邊設備業","1.41","新台幣                 10.0000元","2152033.00","-38456.00","113454.00","70948.00",
"2466","冠西電子企業股份有限公司","光電業","-0.15","新台幣                 10.0000元","1660967.00","-29009.00","5702.00","-25035.00",
"2467","志聖工業股份有限公司","電子零組件業","2.02","新台幣                 10.0000元","3669208.00","430077.00","-45392.00","320065.00",
"2468","華經資訊企業股份有限公司","資訊服務業","0.36","新台幣                 10.0000元","955814.00","26285.00","5301.00","25210.00",
"2471","資通電腦股份有限公司","資訊服務業","-0.13","新台幣                 10.0000元","453160.00","1581.00","2241.00","-6408.00",
"2472","立隆電子工業股份有限公司","電子零組件業","2.63","新台幣                 10.0000元","5222964.00","632124.00","133589.00","583810.00",
"2474","可成科技股份有限公司","其他電子業","17.62","新台幣                 10.0000元","60502026.00","21565837.00","-716428.00","13584116.00",
"2475","中華映管股份有限公司","光電業","0.48","新台幣                 10.0000元","25919524.00","1052749.00","2583718.00","3209032.00",
"2476","鉅祥企業股份有限公司","電子零組件業","1.52","新台幣                 10.0000元","3814172.00","548053.00","-52975.00","327229.00",
"2477","美隆工業股份有限公司","其他電子業","1.16","新台幣                 10.0000元","2722843.00","338275.00","35997.00","267158.00",
"2478","大毅科技股份有限公司","電子零組件業","0.68","新台幣                 10.0000元","2935892.00","175216.00","-19871.00","127237.00",
"2480","敦陽科技股份有限公司","資訊服務業","1.88","新台幣                 10.0000元","3148151.00","254669.00","20716.00","233349.00",
"2481","強茂股份有限公司","半導體業","1.63","新台幣                 10.0000元","8807274.00","712839.00","296598.00","825137.00",
"2482","連宇股份有限公司","其他電子業","-0.89","新台幣                 10.0000元","598904.00","-40463.00","-13298.00","-55396.00",
"2483","百容電子股份有限公司","電子零組件業","1.11","新台幣                 10.0000元","1335989.00","169564.00","-9989.00","123555.00",
"2484","希華晶體科技股份有限公司","電子零組件業","0.80","新台幣                 10.0000元","2378870.00","155803.00","4463.00","131003.00",
"2485","兆赫電子股份有限公司","通信網路業","0.06","新台幣                 10.0000元","6544483.00","160759.00","-148090.00","14457.00",
"2486","一詮精密工業股份有限公司","光電業","-0.58","新台幣                 10.0000元","3142980.00","-70650.00","-49966.00","-107503.00",
"2488","漢平電子工業股份有限公司","其他電子業","1.95","新台幣                 10.0000元","1612721.00","199839.00","4056.00","159119.00",
"2489","瑞軒科技股份有限公司","光電業","-0.93","新台幣                 10.0000元","12069831.00","-837402.00","1578.00","-708037.00",
"2491","吉祥全球實業股份有限公司","光電業","0.50","新台幣                 10.0000元","292001.00","-9202.00","41739.00","32537.00",
"2492","華新科技股份有限公司","電子零組件業","3.32","新台幣                 10.0000元","15688645.00","2195520.00","208191.00","1854537.00",
"2493","揚博科技股份有限公司","電子零組件業","1.76","新台幣                 10.0000元","1689154.00","250910.00","-8421.00","201266.00",
"2495","普安科技股份有限公司","其他電子業","0.15","新台幣                 10.0000元","1193832.00","60404.00","-3065.00","42019.00",
"2496","卓越成功股份有限公司","通信網路業","7.12","新台幣                 10.0000元","578303.00","123841.00","8227.00","121676.00",
"2497","怡利電子工業股份有限公司","其他電子業","-0.68","新台幣                 10.0000元","1756391.00","-88210.00","-3710.00","-81091.00",
"2498","宏達國際電子股份有限公司","通信網路業","-8.64","新台幣                 10.0000元","46372427.00","-7843990.00","708503.00","-7110548.00",
"2499","東貝光電科技股份有限公司","光電業","-0.74","新台幣                 10.0000元","4268370.00","-31665.00","-254304.00","-274829.00",
"2501","國泰建設股份有限公司","建材營造","0.82","新台幣                 10.0000元","8676850.00","847795.00","-61033.00","804911.00",
"2504","國產建材實業(原國產實業)","建材營造","2.11","新台幣                 10.0000元","11768524.00","67214.00","2989454.00","3009360.00",
"2505","國揚實業股份有限公司","建材營造","0.36","新台幣                 10.0000元","2633892.00","222378.00","-11944.00","207966.00",
"2506","太平洋建設股份有限公司","建材營造","0.12","新台幣                 10.0000元","1205377.00","97715.00","94629.00","95475.00",
"2509","全坤建設開發股份有限公司","建材營造","0.02","新台幣                 10.0000元","713756.00","61452.00","-30237.00","3087.00",
"2511","太子建設開發股份有限公司","建材營造","0.44","新台幣                 10.0000元","7886445.00","633319.00","86936.00","697822.00",
"2514","龍邦國際興業股份有限公司","其他","2.35","新台幣                 10.0000元","1586474.00","1341158.00","-45451.00","1165924.00",
"2515","中華工程股份有限公司","建材營造","0.16","新台幣                 10.0000元","7296962.00","244882.00","40660.00","245803.00",
"2516","新亞建設開發股份有限公司","建材營造","-1.26","新台幣                 10.0000元","6409574.00","-338629.00","69534.00","-285459.00",
"2520","冠德建設股份有限公司","建材營造","0.66","新台幣                 10.0000元","6745890.00","683562.00","-59609.00","443950.00",
"2524","京城建設股份有限公司","建材營造","1.15","新台幣                 10.0000元","2912720.00","607142.00","-90130.00","442148.00",
"2527","宏璟建設股份有限公司","建材營造","0.08","新台幣                 10.0000元","129236.00","-69619.00","105570.00","8400.00",
"2528","皇普建設股份有限公司","建材營造","0.11","新台幣                 10.0000元","62072.00","-3349.00","18239.00","14646.00",
"2530","大華建設股份有限公司","建材營造","-0.29","新台幣                 10.0000元","68121.00","-55628.00","-9747.00","-82361.00",
"2534","宏盛建設股份有限公司","建材營造","3.00","新台幣                 10.0000元","4170960.00","1736981.00","123053.00","1769031.00",
"2535","達欣工程股份有限公司","建材營造","1.39","新台幣                 10.0000元","7965073.00","420957.00","-27602.00","301262.00",
"2536","宏普建設股份有限公司","建材營造","0.60","新台幣                 10.0000元","363566.00","52569.00","178953.00","198106.00",
"2537","聯上開發股份有限公司","建材營造","0.06","新台幣                 10.0000元","311155.00","21301.00","10130.00","16610.00",
"2538","基泰建設股份有限公司","建材營造","0.06","新台幣                 10.0000元","267372.00","44099.00","-14088.00","29804.00",
"2539","櫻花建設股份有限公司","建材營造","1.50","新台幣                 10.0000元","2436438.00","626287.00","-4303.00","567223.00",
"2540","愛山林建設開發股份有限公司","建材營造","0.06","新台幣                 10.0000元","629040.00","120565.00","-66017.00","8247.00",
"2542","興富發建設股份有限公司","建材營造","1.62","新台幣                 10.0000元","13855192.00","2109917.00","87390.00","2016641.00",
"2543","皇昌營造股份有限公司","建材營造","0.02","新台幣                 10.0000元","3039454.00","18129.00","-14888.00","-1722.00",
"2545","皇翔建設股份有限公司","建材營造","0.64","新台幣                 10.0000元","2506516.00","247165.00","-218612.00","209246.00",
"2546","根基營造股份有限公司","建材營造","2.34","新台幣                 10.0000元","5892334.00","270317.00","34794.00","248148.00",
"2547","日勝生活科技股份有限公司","建材營造","-1.57","新台幣                 10.0000元","4982299.00","-939514.00","-251694.00","-1367886.00",
"2548","華固建設股份有限公司","建材營造","7.42","新台幣                 10.0000元","9431080.00","2248669.00","317302.00","2081990.00",
"2597","潤弘精密工程事業股份有限公司","建材營造","2.03","新台幣                 10.0000元","5527749.00","351878.00","34270.00","321504.00",
"2601","益航股份有限公司","貿易百貨","0.43","新台幣                 10.0000元","5055891.00","552127.00","-105941.00","176764.00",
"2603","長榮海運股份有限公司","航運業","1.94","新台幣                 10.0000元","113068270.00","5892694.00","1867874.00","7089399.00",
"2605","新興航運股份有限公司","航運業","0.64","新台幣                 10.0000元","2423525.00","538092.00","-6874.00","469078.00",
"2606","裕民航運股份有限公司","航運業","0.71","新台幣                 10.0000元","6005854.00","254287.00","145316.00","601303.00",
"2607","長榮國際儲運股份有限公司","航運業","0.54","新台幣                 10.0000元","5628286.00","681962.00","27412.00","574341.00",
"2608","嘉里大榮物流股份有限公司","航運業","1.90","新台幣                 10.0000元","7117848.00","944859.00","164616.00","890022.00",
"2609","陽明海運股份有限公司","航運業","-0.05","新台幣                 10.0000元","99263096.00","501370.00","-312129.00","61214.00",
"2610","中華航空股份有限公司","航運業","0.17","新台幣                 10.0000元","114495782.00","6135339.00","-4137751.00","1189199.00",
"2611","志信國際股份有限公司","航運業","0.06","新台幣                 10.0000元","786641.00","-9272.00","10239.00","3663.00",
"2612","中國航運股份有限公司","航運業","-0.21","新台幣                 10.0000元","2376437.00","137549.00","-154805.00","-42348.00",
"2613","中國貨櫃運輸股份有限公司","航運業","0.29","新台幣                 10.0000元","1981573.00","54763.00","-16784.00","32160.00",
"2614","東森國際股份有限公司","貿易百貨","-0.20","新台幣                 10.0000元","10098809.00","-207578.00","146601.00","-108314.00",
"2615","萬海航運股份有限公司","航運業","0.88","新台幣                 10.0000元","44969860.00","2480441.00","-12046.00","1983256.00",
"2616","山隆通運股份有限公司","油電燃氣業","4.00","新台幣                 10.0000元","12599058.00","248136.00","352974.00","518584.00",
"2617","台灣航業股份有限公司","航運業","0.50","新台幣                 10.0000元","2025830.00","168144.00","60512.00","207856.00",
"2618","長榮航空股份有限公司","航運業","1.29","新台幣                 10.0000元","121431700.00","7389851.00","-424280.00","5907572.00",
"2633","台灣高速鐵路股份有限公司","航運業","0.72","新台幣                 10.0000元","32026143.00","13230994.00","-8283839.00","4077226.00",
"2634","漢翔航空工業股份有限公司","航運業","1.23","新台幣                 10.0000元","19379844.00","1888902.00","-370387.00","1157041.00",
"2636","台驊國際投資控股股份有限公司","航運業","1.56","新台幣                 10.0000元","7824078.00","309042.00","-40791.00","190000.00",
"2637","慧洋海運股份有限公司","航運業","0.15","新台幣                 10.0000元","8055009.00","1195975.00","-1106298.00","88396.00",
"2642","台灣宅配通股份有限公司","航運業","1.23","新台幣                 10.0000元","2240716.00","71912.00","61059.00","117188.00",
"2701","萬華企業股份有限公司","觀光事業","0.69","新台幣                 10.0000元","283376.00","125013.00","229285.00","301626.00",
"2702","華園飯店股份有限公司","觀光事業","0.21","新台幣                 10.0000元","1028324.00","95664.00","-67515.00","21303.00",
"2704","國賓大飯店股份有限公司","觀光事業","0.98","新台幣                 10.0000元","2297022.00","333493.00","94647.00","357156.00",
"2705","六福開發股份有限公司","觀光事業","-1.03","新台幣                 10.0000元","2347246.00","-300264.00","-48256.00","-348664.00",
"2706","第一華僑大飯店股份有限公司","觀光事業","0.84","新台幣                 10.0000元","246709.00","153837.00","328065.00","407327.00",
"2707","晶華國際酒店股份有限公司","觀光事業","5.86","新台幣                 10.0000元","5125099.00","919064.00","10955.00","758806.00",
"2712","遠雄悅來大飯店股份有限公司","觀光事業","0.14","新台幣                 10.0000元","341533.00","18210.00","190.00","14958.00",
"2722","夏都國際開發股份有限公司","觀光事業","0.83","新台幣                 10.0000元","525659.00","108706.00","3049.00","89324.00",
"2723","開曼美食達人股份有限公司","觀光事業","9.57","新台幣                 10.0000元","16879101.00","2067592.00","154400.00","1567186.00",
"2727","王品餐飲股份有限公司","觀光事業","5.21","新台幣                 10.0000元","11963684.00","835291.00","-6865.00","584148.00",
"2731","雄獅旅行社股份有限公司","觀光事業","5.57","新台幣                 10.0000元","20256097.00","393040.00","87299.00","396876.00",
"2739","寒舍餐旅管理顧問股份有限公司","觀光事業","0.32","新台幣                 10.0000元","2929329.00","15532.00","25890.00","35701.00",
"2748","雲品國際酒店股份有限公司","觀光事業","2.20","新台幣                 10.0000元","1065384.00","178286.00","-2907.00","144645.00",
"2801","彰化商業銀行股份有限公司","金融保險業","0.99","新台幣                 10.0000元","22988968.00","--","--","9354520.00",
"2809","京城商業銀行股份有限公司","金融保險業","3.74","新台幣                 10.0000元","6547676.00","--","--","4285150.00",
"2812","台中商業銀行股份有限公司","金融保險業","0.80","新台幣                 10.0000元","8144012.00","--","--","2625970.00",
"2816","旺旺友聯產物保險股份有限公司","金融保險業","2.32","新台幣                 10.0000元","5359341.00","474789.00","17634.00","491976.00",
"2820","中華票券金融股份有限公司","金融保險業","0.76","新台幣                 10.0000元","1575499.00","--","--","1023769.00",
"2823","中國人壽保險股份有限公司","金融保險業","2.01","新台幣                 10.0000元","189304595.00","7127932.00","-2556.00","7603893.00",
"2832","台灣產物保險股份有限公司","金融保險業","1.99","新台幣                 10.0000元","3842443.00","792419.00","-2320.00","722075.00",
"2834","臺灣中小企業銀行股份有限公司","金融保險業","0.76","新台幣                 10.0000元","15781142.00","--","--","4691185.00",
"2836","高雄銀行股份有限公司","金融保險業","0.56","新台幣                 10.0000元","2455434.00","--","--","531304.00",
"2838","聯邦商業銀行股份有限公司","金融保險業","0.78","新台幣                 10.0000元","9319045.00","--","--","2038510.00",
"2841","台灣土地開發股份有限公司","建材營造","0.30","新台幣                 10.0000元","706695.00","53661.00","222405.00","223645.00",
"2845","遠東國際商業銀行股份有限公司","金融保險業","0.78","新台幣                 10.0000元","7925676.00","--","--","2473377.00",
"2849","安泰商業銀行股份有限公司","金融保險業","0.96","新台幣                 10.0000元","4929804.00","--","--","1618435.00",
"2850","新光產物保險股份有限公司","金融保險業","3.26","新台幣                 10.0000元","10490543.00","1156934.00","14168.00","1030517.00",
"2851","中央再保險股份有限公司","金融保險業","2.24","新台幣                 10.0000元","11134603.00","1500958.00","938.00","1259433.00",
"2852","第一產物保險股份有限公司","金融保險業","1.37","新台幣                 10.0000元","4397676.00","470590.00","51.00","411133.00",
"2855","統一綜合證券股份有限公司","金融保險業","1.28","新台幣                 10.0000元","5191884.00","1608538.00","299249.00","1782894.00",
"2856","元富證券股份有限公司","金融保險業","0.45","新台幣                 10.0000元","3612036.00","673743.00","132840.00","710063.00",
"2867","三商美邦人壽保險股份有限公司","金融保險業","2.32","新台幣                 10.0000元","138939311.00","4685504.00","39377.00","4266760.00",
"2880","華南金融控股股份有限公司","金融保險業","0.88","新台幣                 10.0000元","31814565.00","--","--","9765430.00",
"2881","富邦金融控股股份有限公司","金融保險業","4.23","新台幣                 10.0000元","318115766.00","--","--","44188002.00",
"2882","國泰金融控股股份有限公司","金融保險業","3.81","新台幣                 10.0000元","428239759.00","--","--","48260754.00",
"2883","中華開發金融控股股份有限公司","金融保險業","0.61","新台幣                 10.0000元","35419261.00","--","--","8827060.00",
"2884","玉山金融控股股份有限公司","金融保險業","1.18","新台幣                 10.0000元","34405755.00","--","--","11448831.00",
"2885","元大金融控股股份有限公司","金融保險業","1.07","新台幣                 10.0000元","64937564.00","--","--","13595311.00",
"2886","兆豐金融控股股份有限公司","金融保險業","1.63","新台幣                 10.0000元","45228149.00","--","--","22166458.00",
"2887","台新金融控股股份有限公司","金融保險業","0.92","新台幣                 10.0000元","27961017.00","--","--","10398803.00",
"2888","新光金融控股股份有限公司","金融保險業","1.03","新台幣                 10.0000元","183888563.00","--","--","10836594.00",
"2889","國票金融控股股份有限公司","金融保險業","0.62","新台幣                 10.0000元","4492594.00","--","--","1863765.00",
"2890","永豐金融控股股份有限公司","金融保險業","0.62","新台幣                 10.0000元","24504683.00","--","--","6840837.00",
"2891","中國信託金融控股股份有限公司","金融保險業","1.59","新台幣                 10.0000元","258322593.00","--","--","31020029.00",
"2892","第一金融控股股份有限公司","金融保險業","1.22","新台幣                 10.0000元","37569221.00","--","--","14832067.00",
"2897","王道商業銀行股份有限公司","金融保險業","0.44","新台幣                 10.0000元","5954995.00","--","--","1798964.00",
"2901","欣欣大眾市場股份有限公司","貿易百貨","0.37","新台幣                 10.0000元","115046.00","26931.00","5871.00","27057.00",
"2903","遠東百貨股份有限公司","貿易百貨","0.52","新台幣                 10.0000元","28184129.00","1603998.00","-302086.00","790419.00",
"2904","匯僑股份有限公司","其他","0.99","新台幣                 10.0000元","327928.00","79908.00","3246.00","68588.00",
"2905","三商投資控股股份有限公司","貿易百貨","3.09","新台幣                 10.0000元","179186900.00","--","--","4514025.00",
"2906","高林實業股份有限公司","貿易百貨","0.12","新台幣                 10.0000元","5451645.00","200792.00","-21308.00","119362.00",
"2908","特力股份有限公司","貿易百貨","1.18","新台幣                 10.0000元","28265852.00","783124.00","-95524.00","602785.00",
"2910","統領百貨股份有限公司","貿易百貨","0.33","新台幣                 10.0000元","224617.00","69286.00","-12199.00","57730.00",
"2911","麗嬰房股份有限公司","貿易百貨","-1.06","新台幣                 10.0000元","4825152.00","-318674.00","53915.00","-213526.00",
"2912","統一超商股份有限公司","貿易百貨","8.29","新台幣                 10.0000元","165458292.00","8678751.00","2563251.00","9556303.00",
"2913","台灣農林股份有限公司","貿易百貨","0.79","新台幣                 10.0000元","2190279.00","433409.00","161801.00","608406.00",
"2915","潤泰全球股份有限公司","貿易百貨","4.81","新台幣                 10.0000元","6284855.00","1955040.00","3609698.00","5386524.00",
"2923","鼎固控股有限公司","建材營造","0.07","新台幣                 10.0000元","3772412.00","2300731.00","-1289725.00","193341.00",
"2929","淘帝國際控股有限公司","貿易百貨","9.38","新台幣                 10.0000元","3958925.00","831053.00","70080.00","659464.00",
"2936","客思達股份有限公司","貿易百貨","1.95","新台幣                 10.0000元","8753485.00","213692.00","-45503.00","149337.00",
"3002","歐格電子工業股份有限公司","電腦及週邊設備業","0.64","新台幣                 10.0000元","512301.00","41657.00","40390.00","68726.00",
"3003","健和興端子股份有限公司","電子零組件業","2.47","新台幣                 10.0000元","2512263.00","532748.00","7871.00","388010.00",
"3004","豐達科技股份有限公司(原宏達)","鋼鐵工業","2.51","新台幣                 10.0000元","1276438.00","188527.00","-16461.00","132226.00",
"3005","神基科技股份有限公司","電腦及週邊設備業","2.47","新台幣                 10.0000元","16004593.00","1841402.00","68581.00","1499316.00",
"3006","晶豪科技股份有限公司","半導體業","2.29","新台幣                 10.0000元","7717497.00","514003.00","230656.00","636406.00",
"3008","大立光電股份有限公司","光電業","129.48","新台幣                 10.0000元","37039094.00","22043437.00","-282447.00","17368306.00",
"3010","華立企業股份有限公司","電子通路業","4.23","新台幣                 10.0000元","31014608.00","1102551.00","313296.00","1076377.00",
"3011","今皓實業股份有限公司","電子零組件業","-0.57","新台幣                 10.0000元","810251.00","-59216.00","2037.00","-63881.00",
"3013","晟銘電子科技股份有限公司","電腦及週邊設備業","0.98","新台幣                 10.0000元","3527121.00","261478.00","-34163.00","199203.00",
"3014","聯陽半導體股份有限公司","半導體業","1.97","新台幣                 10.0000元","2357860.00","377511.00","-14625.00","308597.00",
"3015","全漢企業股份有限公司","電子零組件業","1.39","新台幣                 10.0000元","11055947.00","-35421.00","359373.00","271382.00",
"3016","嘉晶電子股份有限公司","半導體業","0.48","新台幣                 10.0000元","2508901.00","152322.00","-12020.00","116431.00",
"3017","奇鋐科技股份有限公司","電腦及週邊設備業","1.93","新台幣                 10.0000元","19558085.00","920923.00","35664.00","712907.00",
"3018","同開科技工程股份有限公司","其他電子業","0.18","新台幣                 10.0000元","1146577.00","20565.00","-7057.00","8554.00",
"3019","亞洲光學股份有限公司","光電業","1.91","新台幣                 10.0000元","14038870.00","1027672.00","-69811.00","793614.00",
"3021","鴻名企業股份有限公司","電子零組件業","0.91","新台幣                 10.0000元","1555593.00","114077.00","-18045.00","86579.00",
"3022","威強電工業電腦股份有限公司","電腦及週邊設備業","2.53","新台幣                 10.0000元","5393196.00","832905.00","215110.00","831158.00",
"3023","信邦電子股份有限公司","電子零組件業","4.32","新台幣                 10.0000元","10052043.00","1196170.00","119167.00","983299.00",
"3024","憶聲電子股份有限公司","光電業","-0.08","新台幣                 10.0000元","2115108.00","-16920.00","5903.00","-22861.00",
"3025","星通資訊股份有限公司","通信網路業","-0.11","新台幣                 10.0000元","329928.00","-6665.00","-1182.00","-8124.00",
"3026","禾伸堂企業股份有限公司","電子零組件業","2.33","新台幣                 10.0000元","9709728.00","485500.00","22262.00","399715.00",
"3027","盛達電業股份有限公司","通信網路業","-0.48","新台幣                 10.0000元","585107.00","-80658.00","37661.00","-48499.00",
"3028","增你強股份有限公司","電子通路業","1.45","新台幣                 10.0000元","19856080.00","369564.00","17837.00","310620.00",
"3029","零壹科技股份有限公司","資訊服務業","1.20","新台幣                 10.0000元","4538046.00","180312.00","3750.00","145933.00",
"3030","德律科技股份有限公司","其他電子業","2.03","新台幣                 10.0000元","2745877.00","604737.00","-35531.00","478447.00",
"3031","佰鴻工業股份有限公司","光電業","0.78","新台幣                 10.0000元","1503255.00","96070.00","42332.00","123298.00",
