"公司代號","公司名稱","產業別","基本每股盈餘(元)","普通股每股面額","營業收入","營業利益","營業外收入及支出","稅後淨利",
"3032","偉訓科技股份有限公司","電子零組件業","1.82","新台幣                 10.0000元","5283535.00","346907.00","-15925.00","248184.00",
"3033","威健實業股份有限公司","電子通路業","1.37","新台幣                 10.0000元","37126550.00","640649.00","-61198.00","443272.00",
"3034","聯詠科技股份有限公司","半導體業","6.10","新台幣                 10.0000元","35122838.00","4186372.00","205564.00","3709069.00",
"3035","智原科技股份有限公司","半導體業","3.23","新台幣                 10.0000元","4211925.00","273808.00","12173.00","794662.00",
"3036","文曄科技股份有限公司","電子通路業","3.82","新台幣                 10.0000元","129574828.00","2835270.00","-589168.00","1817151.00",
"3037","欣興電子股份有限公司","電子零組件業","-0.27","新台幣                 10.0000元","46128997.00","-524314.00","403611.00","-267094.00",
"3038","全台晶像股份有限公司","光電業","0.17","新台幣                 10.0000元","2242902.00","86570.00","-40656.00","28648.00",
"3040","遠見科技股份有限公司","其他","10.94","新台幣                 10.0000元","131755.00","28708.00","740653.00","688924.00",
"3041","揚智科技股份有限公司","半導體業","-1.09","新台幣                 10.0000元","2511738.00","-430077.00","44449.00","-318753.00",
"3042","台灣晶技股份有限公司","電子零組件業","2.31","新台幣                 10.0000元","6513008.00","602942.00","209642.00","705927.00",
"3043","科風股份有限公司","其他電子業","-0.40","新台幣                 10.0000元","879043.00","34336.00","-112607.00","-79184.00",
"3044","健鼎科技股份有限公司","電子零組件業","6.18","新台幣                 10.0000元","33222474.00","3378369.00","711187.00","3249236.00",
"3045","台灣大哥大股份有限公司","通信網路業","4.32","新台幣                 10.0000元","85407659.00","14789079.00","-339960.00","12290779.00",
"3046","建碁股份有限公司","電腦及週邊設備業","-0.77","新台幣                 10.0000元","1022690.00","-123296.00","44114.00","-86816.00",
"3047","訊舟科技股份有限公司","通信網路業","-0.45","新台幣                 10.0000元","4173357.00","8982.00","-45806.00","-64499.00",
"3048","益登科技股份有限公司","電子通路業","1.21","新台幣                 10.0000元","55334228.00","646317.00","-310627.00","268732.00",
"3049","和鑫光電股份有限公司","光電業","-0.12","新台幣                 10.0000元","2192073.00","170813.00","-258662.00","-87849.00",
"3050","鈺德科技股份有限公司","光電業","1.01","新台幣                 10.0000元","612843.00","29182.00","141275.00","151528.00",
"3051","力特光電科技股份有限公司","光電業","-0.28","新台幣                 10.0000元","1721773.00","212117.00","-288463.00","-90696.00",
"3052","夆典科技開發股份有限公司","建材營造","0.06","新台幣                 10.0000元","2794492.00","39935.00","-14010.00","19521.00",
"3054","立萬利創新股份有限公司","半導體業","0.50","新台幣                 10.0000元","269364.00","-68893.00","130156.00","58957.00",
"3055","蔚華科技股份有限公司","電子通路業","0.27","新台幣                 10.0000元","1916427.00","15425.00","26448.00","26587.00",
"3056","總太地產開發股份有限公司","建材營造","3.39","新台幣                 10.0000元","3129884.00","880937.00","1677.00","781150.00",
"3057","喬鼎資訊股份有限公司","電腦及週邊設備業","-1.74","新台幣                 10.0000元","1426921.00","-281360.00","-963.00","-280587.00",
"3058","立德電子股份有限公司","電子零組件業","-0.21","新台幣                 10.0000元","3885953.00","-57900.00","24737.00","-35919.00",
"3059","華晶科技股份有限公司","光電業","0.02","新台幣                 10.0000元","7769096.00","71179.00","-26692.00","4531.00",
"3060","銘異科技股份有限公司","電腦及週邊設備業","0.36","新台幣                 10.0000元","5647433.00","-6180.00","84279.00","55990.00",
"3062","建漢科技股份有限公司","通信網路業","0.29","新台幣                 10.0000元","6487001.00","52565.00","78032.00","96305.00",
"3090","日電貿股份有限公司","電子零組件業","2.42","新台幣                 10.0000元","6246311.00","391911.00","84762.00","405224.00",
"3094","聯傑國際股份有限公司","半導體業","0.53","新台幣                 10.0000元","236119.00","44421.00","4739.00","43657.00",
"3130","一零四資訊科技股份有限公司","資訊服務業","7.60","新台幣                 10.0000元","1156455.00","282393.00","17701.00","251770.00",
"3149","正達國際光電股份有限公司","光電業","0.18","新台幣                 10.0000元","2479563.00","-454740.00","486620.00","31880.00",
"3164","景岳生物科技股份有限公司","生技醫療業","0.69","新台幣                 10.0000元","436447.00","40578.00","4923.00","61401.00",
"3167","大量科技股份有限公司","電機機械","3.04","新台幣                 10.0000元","2523616.00","346706.00","-17048.00","244321.00",
"3189","景碩科技股份有限公司","半導體業","1.07","新台幣                 10.0000元","16042492.00","468737.00","31442.00","340778.00",
"3209","全科科技股份有限公司","電子通路業","1.15","新台幣                 10.0000元","23915351.00","179342.00","30979.00","166653.00",
"3229","晟鈦股份有限公司","電子零組件業","-0.02","新台幣                 10.0000元","368928.00","-17894.00","14972.00","-2922.00",
"3231","緯創資通股份有限公司","電腦及週邊設備業","0.87","新台幣                 10.0000元","574478335.00","3600784.00","-134644.00","2593503.00",
"3257","虹冠電子工業股份有限公司","半導體業","0.94","新台幣                 10.0000元","565350.00","68096.00","-1819.00","65230.00",
"3266","昇陽建設企業股份有限公司","建材營造","-0.15","新台幣                 10.0000元","1015530.00","-141643.00","28888.00","-122244.00",
"3296","勝德國際研發股份有限公司","電子零組件業","-0.09","新台幣                 10.0000元","2060408.00","16432.00","-27694.00","-8852.00",
"3305","昇貿科技股份有限公司","其他電子業","0.64","新台幣                 10.0000元","3917546.00","172173.00","-20947.00","74354.00",
"3308","聯德電子股份有限公司","電子零組件業","-0.33","新台幣                 10.0000元","716197.00","-15782.00","-11242.00","-33007.00",
"3311","閎暉實業股份有限公司","通信網路業","-0.45","新台幣                 10.0000元","1701407.00","-102664.00","14722.00","-81399.00",
"3312","弘憶國際股份有限公司","電子通路業","-1.95","新台幣                 10.0000元","6320226.00","31949.00","-284672.00","-250531.00",
"3321","同泰電子科技股份有限公司","電子零組件業","-2.34","新台幣                 10.0000元","1981936.00","-150701.00","-58628.00","-204785.00",
"3338","泰碩電子股份有限公司","電子零組件業","0.68","新台幣                 10.0000元","2204854.00","101139.00","-40216.00","46833.00",
"3346","麗清科技股份有限公司","汽車工業","2.22","新台幣                 10.0000元","2703464.00","167400.00","12276.00","151610.00",
"3356","奇偶科技股份有限公司","光電業","-1.49","新台幣                 10.0000元","1198445.00","-56798.00","-81206.00","-131670.00",
"3376","新日興股份有限公司","電子零組件業","3.37","新台幣                 10.0000元","6509883.00","1003835.00","-139604.00","602854.00",
"3380","明泰科技股份有限公司","通信網路業","1.10","新台幣                 10.0000元","14694998.00","572181.00","49678.00","478517.00",
"3383","新世紀光電股份有限公司","光電業","-1.63","新台幣                 10.0000元","928299.00","-474935.00","-920.00","-496635.00",
"3406","玉晶光電股份有限公司","光電業","4.70","新台幣                 10.0000元","5298949.00","791379.00","-193443.00","459556.00",
"3413","京鼎精密科技股份有限公司","半導體業","10.33","新台幣                 10.0000元","5837481.00","914324.00","91581.00","813113.00",
"3416","融程電訊股份有限公司","電腦及週邊設備業","1.51","新台幣                 10.0000元","1027979.00","120918.00","-13502.00","91014.00",
"3419","譁裕實業股份有限公司","通信網路業","0.25","新台幣                 10.0000元","1655340.00","38811.00","-211.00","28930.00",
"3432","台端興業股份有限公司","電子零組件業","-0.23","新台幣                 10.0000元","168405.00","-47619.00","31536.00","-15225.00",
"3437","榮創能源科技股份有限公司","光電業","0.61","新台幣                 10.0000元","4437477.00","109439.00","-5837.00","87615.00",
"3443","創意電子股份有限公司","半導體業","3.60","新台幣                 10.0000元","8521620.00","505578.00","59156.00","482931.00",
"3450","聯鈞光電股份有限公司","其他電子業","4.08","新台幣                 10.0000元","5499625.00","1119319.00","-112666.00","775185.00",
"3454","晶睿通訊股份有限公司","光電業","3.58","新台幣                 10.0000元","4249575.00","332383.00","-42259.00","248587.00",
"3481","群創光電股份有限公司","光電業","3.29","新台幣                 10.0000元","250042399.00","41350583.00","1864000.00","32733654.00",
"3494","誠研科技股份有限公司","電腦及週邊設備業","-0.93","新台幣                 10.0000元","962759.00","-184425.00","-18792.00","-185395.00",
"3501","維熹科技股份有限公司","電子零組件業","3.61","新台幣                 10.0000元","3687300.00","632705.00","-87647.00","427894.00",
"3504","揚明光學股份有限公司","光電業","-1.31","新台幣                 10.0000元","3085541.00","-151140.00","6663.00","-150059.00",
"3514","昱晶能源科技股份有限公司","光電業","-2.20","新台幣                 10.0000元","10398247.00","-1014939.00","-102375.00","-1116671.00",
"3515","華擎科技股份有限公司","電腦及週邊設備業","3.04","新台幣                 10.0000元","6754880.00","356981.00","43922.00","323914.00",
"3518","柏騰科技股份有限公司","其他電子業","-2.23","新台幣                 10.0000元","493638.00","-136319.00","-5839.00","-175581.00",
"3519","綠能科技股份有限公司","半導體業","-1.72","新台幣                 10.0000元","8385872.00","-734646.00","-10615.00","-745261.00",
"3528","安馳科技股份有限公司","電子通路業","2.00","新台幣                 10.0000元","2878402.00","146259.00","8285.00","127621.00",
"3532","台塑勝高科技股份有限公司","半導體業","1.97","新台幣                 10.0000元","9390712.00","1879417.00","-85256.00","1531174.00",
"3533","嘉澤端子工業股份有限公司","電子零組件業","8.23","新台幣                 10.0000元","7492725.00","935689.00","55789.00","776477.00",
"3535","晶彩科技股份有限公司","光電業","-1.66","新台幣                 10.0000元","580933.00","-93543.00","-37693.00","-131236.00",
"3536","誠創科技股份有限公司","半導體業","0.13","新台幣                 10.0000元","846313.00","-8419.00","28727.00","17117.00",
"3545","敦泰電子股份有限公司","半導體業","0.59","新台幣                 10.0000元","8023430.00","152085.00","23738.00","156986.00",
"3550","聯穎科技股份有限公司","電子零組件業","1.00","新台幣                 10.0000元","2722883.00","154375.00","-17975.00","88965.00",
"3557","嘉威光電股份有限公司","光電業","-1.38","新台幣                 10.0000元","38752.00","-96547.00","-10155.00","-106702.00",
"3561","昇陽光電科技股份有限公司","光電業","-2.07","新台幣                 10.0000元","4873503.00","-694157.00","-74602.00","-769771.00",
"3576","新日光能源科技股份有限公司","光電業","-3.51","新台幣                 10.0000元","6848685.00","-3206360.00","-331065.00","-3551174.00",
"3579","尚志半導體股份有限公司","半導體業","-2.44","新台幣                 10.0000元","8672403.00","-741417.00","-71688.00","-813105.00",
"3583","辛耘企業股份有限公司","半導體業","2.18","新台幣                 10.0000元","2428146.00","253606.00","-27087.00","177050.00",
"3588","通嘉科技股份有限公司","半導體業","0.40","新台幣                 10.0000元","781184.00","32394.00","-531.00","18538.00",
"3591","艾笛森光電股份有限公司","光電業","-0.72","新台幣                 10.0000元","1921574.00","-38686.00","-45235.00","-93861.00",
"3593","力銘科技股份有限公司","電子零組件業","-0.05","新台幣                 10.0000元","593636.00","-1157.00","-4710.00","-5740.00",
"3596","智易科技股份有限公司","通信網路業","2.51","新台幣                 10.0000元","14749079.00","707875.00","-129259.00","495035.00",
"3605","宏致電子股份有限公司","電子零組件業","0.67","新台幣                 10.0000元","4107868.00","48871.00","46796.00","75831.00",
"3607","谷崧精密工業股份有限公司","電子零組件業","-2.35","新台幣                 10.0000元","4213052.00","-370266.00","-33802.00","-316100.00",
"3617","碩天科技股份有限公司","其他電子業","5.97","新台幣                 10.0000元","5695156.00","730333.00","-82835.00","482815.00",
"3622","洋華光電股份有限公司","光電業","-0.11","新台幣                 10.0000元","703139.00","-44347.00","39945.00","-4320.00",
"3645","達邁科技股份有限公司","電子零組件業","1.71","新台幣                 10.0000元","1353788.00","263423.00","-12051.00","201561.00",
"3653","健策精密工業股份有限公司","電子零組件業","1.91","新台幣                 10.0000元","2740034.00","330508.00","-86867.00","203159.00",
"3661","世芯電子股份有限公司","半導體業","3.76","新台幣                 10.0000元","3540651.00","228437.00","33543.00","228207.00",
"3665","貿聯控股(BizLink Holding Inc.)","其他電子業","7.45","新台幣                 10.0000元","10483568.00","1042159.00","-35352.00","797459.00",
"3669","圓展科技股份有限公司","光電業","0.66","新台幣                 10.0000元","1487268.00","69699.00","10642.00","61338.00",
"3673","TPK Holding Co., Ltd.","光電業","5.21","新台幣                 10.0000元","74335692.00","1892904.00","527587.00","1772169.00",
"3679","新至陞科技股份有限公司","電子零組件業","4.31","新台幣                 10.0000元","2979246.00","457090.00","-66161.00","341767.00",
"3682","亞太電信股份有限公司","通信網路業","-0.53","新台幣                 10.0000元","10028998.00","-2811503.00","73723.00","-2277973.00",
"3686","達能科技股份有限公司","半導體業","-1.57","新台幣                 10.0000元","615412.00","-541814.00","-3773.00","-547931.00",
"3694","海華科技股份有限公司","通信網路業","0.24","新台幣                 10.0000元","4551904.00","24865.00","6677.00","31550.00",
"3698","隆達電子股份有限公司","光電業","0.17","新台幣                 10.0000元","9341193.00","192222.00","-73994.00","90948.00",
"3701","大眾全球投資控股股份有限公司","電腦及週邊設備業","0.39","新台幣                 10.0000元","5922781.00","-296289.00","431242.00","119121.00",
"3702","大聯大投資控股股份有限公司","電子通路業","3.20","新台幣                 10.0000元","394049453.00","7332883.00","-399324.00","5711428.00",
"3703","欣陸投資控股股份有限公司","建材營造","1.61","新台幣                 10.0000元","18648268.00","247548.00","1134221.00","1338656.00",
"3704","合勤投資控股股份有限公司","通信網路業","-0.85","新台幣                 10.0000元","14185140.00","-303747.00","-75118.00","-366800.00",
"3705","永信國際投資控股股份有限公司","生技醫療業","1.52","新台幣                 10.0000元","4817226.00","425345.00","66927.00","377214.00",
"3706","神達投資控股股份有限公司","電腦及週邊設備業","2.39","新台幣                 10.0000元","37751750.00","642697.00","1553219.00","1909074.00",
"3708","上緯國際投資控股股份有限公司","化學工業","1.73","新台幣                 10.0000元","3462729.00","108649.00","112461.00","163662.00",
"4104","佳醫健康事業股份有限公司","生技醫療業","2.49","新台幣                 10.0000元","4521197.00","367307.00","62245.00","367607.00",
"4106","雃博股份有限公司","生技醫療業","1.18","新台幣                 10.0000元","1577465.00","144407.00","-5396.00","97649.00",
"4108","懷特生技新藥股份有限公司","生技醫療業","-0.69","新台幣                 10.0000元","37525.00","-161312.00","21505.00","-139807.00",
"4119","旭富製藥科技股份有限公司","生技醫療業","1.66","新台幣                 10.0000元","967876.00","162946.00","533.00","131777.00",
"4133","亞諾法生技股份有限公司","生技醫療業","0.75","新台幣                 10.0000元","363593.00","47799.00","4664.00","45669.00",
"4137","麗豐股份有限公司","生技醫療業","5.11","新台幣                 10.0000元","2261516.00","568334.00","7144.00","402465.00",
"4141","龍燈環球農業科技有限公司","生技醫療業","-1.87","新台幣                 10.0000元","6335880.00","-111581.00","-246605.00","-284076.00",
"4142","國光生物科技股份有限公司","生技醫療業","-1.95","新台幣                 10.0000元","351427.00","-524382.00","58957.00","-465425.00",
"4144","康聯控股有限公司","生技醫療業","2.76","新台幣                 10.0000元","2084280.00","303649.00","59651.00","264559.00",
"4148","全宇生技控股有限公司","生技醫療業","4.31","新台幣                 10.0000元","1721175.00","324738.00","9668.00","312495.00",
"4155","訊映光電股份有限公司","生技醫療業","1.57","新台幣                 10.0000元","975717.00","110216.00","20917.00","99015.00",
"4164","承業生醫投資控股股份有限公司","生技醫療業","0.83","新台幣                 10.0000元","1498994.00","232816.00","-77702.00","114779.00",
"4190","佐登妮絲集團股份有限公司","生技醫療業","2.45","新台幣                 10.0000元","1668844.00","177714.00","4779.00","143510.00",
"4306","炎洲股份有限公司","塑膠工業","0.51","新台幣                 10.0000元","13186335.00","332977.00","9493.00","259948.00",
"4414","如興股份有限公司","紡織纖維","-0.24","新台幣                 10.0000元","5046739.00","88726.00","-181211.00","-103215.00",
"4426","利勤實業股份有限公司","紡織纖維","1.23","新台幣                 10.0000元","1479921.00","288059.00","-39682.00","172843.00",
"4438","廣越企業股份有限公司","紡織纖維","5.36","新台幣                 10.0000元","7597891.00","683860.00","35098.00","568623.00",
"4526","東台精機股份有限公司","電機機械","-0.43","新台幣                 10.0000元","6938300.00","112873.00","-209508.00","-105742.00",
"4532","瑞智精密股份有限公司","電機機械","1.57","新台幣                 10.0000元","14637280.00","1017049.00","7095.00","766807.00",
"4536","拓凱實業股份有限公司","其他","4.25","新台幣                 10.0000元","4600428.00","490548.00","-49389.00","368653.00",
"4545","銘鈺精密工業股份有限公司","電子零組件業","-0.47","新台幣                 10.0000元","1677882.00","43117.00","-76652.00","-36377.00",
"4551","智伸科技股份有限公司","電機機械","5.23","新台幣                 10.0000元","2905109.00","660645.00","-55453.00","428200.00",
"4552","力達控股有限公司","電機機械","6.93","新台幣                 10.0000元","5990691.00","1049671.00","-5886.00","692556.00",
"4555","台灣氣立股份有限公司","電機機械","1.89","新台幣                 10.0000元","1091200.00","151031.00","2400.00","126202.00",
"4557","永新控股股份有限公司","電機機械","4.25","新台幣                 10.0000元","1009709.00","172669.00","2752.00","152428.00",
"4560","強信機械科技股份有限公司","電機機械","2.34","新台幣                 10.0000元","982271.00","204620.00","5586.00","143831.00",
"4562","穎漢科技股份有限公司","電機機械","1.48","新台幣                 10.0000元","1083400.00","140488.00","-17970.00","91845.00",
"4720","德淵企業股份有限公司","化學工業","0.28","新台幣                 10.0000元","2099567.00","35729.00","-1774.00","25122.00",
"4722","國精化學股份有限公司","化學工業","2.40","新台幣                 10.0000元","3653857.00","267373.00","16374.00","228712.00",
"4725","信昌化學工業股份有限公司","化學工業","-1.31","新台幣                 10.0000元","9752582.00","-297145.00","-86214.00","-382417.00",
"4737","華廣生技股份有限公司","生技醫療業","1.71","新台幣                 10.0000元","1243998.00","155039.00","-30635.00","102420.00",
"4739","康普材料科技股份有限公司","化學工業","3.92","新台幣                 10.0000元","3656712.00","368687.00","11022.00","317604.00",
"4746","台耀化學股份有限公司","生技醫療業","2.33","新台幣                 10.0000元","1870976.00","325568.00","-48998.00","210030.00",
"4755","三福化工股份有限公司","化學工業","3.25","新台幣                 10.0000元","2924985.00","347863.00","17349.00","294726.00",
"4763","濟南大自然新材料股份有限公司","化學工業","2.24","新台幣                 10.0000元","1165669.00","160059.00","-51234.00","97336.00",
"4807","日成控股股份有限公司","貿易百貨","2.79","新台幣                 10.0000元","1602534.00","258268.00","-20422.00","169412.00",
"4904","遠傳電信股份有限公司","通信網路業","2.64","新台幣                 10.0000元","67281222.00","11301306.00","-849120.00","8623053.00",
"4906","正文科技股份有限公司","通信網路業","1.30","新台幣                 10.0000元","10165661.00","102714.00","337713.00","400016.00",
"4912","聯德控股股份有限公司","電子零組件業","5.32","新台幣                 10.0000元","3014493.00","241252.00","38327.00","222283.00",
"4915","致伸科技股份有限公司","電子零組件業","3.40","新台幣                 10.0000元","41713386.00","1724755.00","436219.00","1591283.00",
"4916","事欣科技股份有限公司","電腦及週邊設備業","0.93","新台幣                 10.0000元","3728124.00","168855.00","32723.00","153633.00",
"4919","新唐科技股份有限公司","半導體業","2.62","新台幣                 10.0000元","6939698.00","558068.00","81396.00","543506.00",
"4927","泰鼎國際股份有限公司","電子零組件業","0.59","新台幣                 10.0000元","7763673.00","97695.00","14341.00","75286.00",
"4930","燦星網通股份有限公司","電器電纜","-1.16","新台幣                 10.0000元","9005037.00","-171688.00","-70617.00","-280200.00",
"4934","太極能源科技股份有限公司","光電業","-1.95","新台幣                 10.0000元","4078488.00","-383578.00","-295240.00","-694760.00",
"4935","茂林光電科技(開曼)股份有限公司","光電業","1.82","新台幣                 10.0000元","4360428.00","246544.00","-4993.00","237810.00",
"4938","和碩聯合科技股份有限公司","電腦及週邊設備業","4.24","新台幣                 10.0000元","816247515.00","14350774.00","565140.00","12040215.00",
"4942","嘉彰股份有限公司","光電業","1.15","新台幣                 10.0000元","4533866.00","331932.00","-58163.00","160080.00",
"4943","開曼康而富控股股份有限公司","電子零組件業","5.56","新台幣                 10.0000元","3281309.00","805565.00","-37491.00","572791.00",
"4952","凌通科技股份有限公司","半導體業","2.58","新台幣                 10.0000元","2450312.00","330531.00","-2841.00","280449.00",
"4956","光鋐科技股份有限公司","光電業","0.52","新台幣                 10.0000元","969914.00","79949.00","-19075.00","52597.00",
"4958","臻鼎科技控股股份有限公司","電子零組件業","2.80","新台幣                 10.0000元","64680815.00","3567920.00","-108520.00","2971329.00",
"4960","奇美材料科技股份有限公司","光電業","-1.94","新台幣                 10.0000元","8315226.00","-1311936.00","-11588.00","-1197759.00",
"4968","立積電子股份有限公司","半導體業","1.52","新台幣                 10.0000元","1952991.00","199533.00","-103862.00","83499.00",
"4976","佳凌科技股份有限公司","光電業","0.06","新台幣                 10.0000元","1114440.00","5684.00","2085.00","6359.00",
"4977","眾達科技股份有限公司","通信網路業","2.94","新台幣                 10.0000元","1528494.00","244718.00","-75407.00","164929.00",
"4984","科納光通股份有限公司","通信網路業","0.35","新台幣                 10.0000元","627044.00","26072.00","5132.00","16132.00",
"4994","傳奇網路遊戲股份有限公司","資訊服務業","-1.72","新台幣                 10.0000元","692213.00","-190883.00","3571.00","-190733.00",
"4999","鑫禾科技股份有限公司","電子零組件業","3.41","新台幣                 10.0000元","1809647.00","420253.00","-72040.00","250617.00",
"5007","三星科技股份有限公司","鋼鐵工業","2.90","新台幣                 10.0000元","5428176.00","1031432.00","47258.00","869245.00",
"5203","訊連科技股份有限公司","資訊服務業","1.90","新台幣                 10.0000元","1258832.00","427670.00","-183261.00","170195.00",
"5215","科嘉(開曼)股份有限公司","電腦及週邊設備業","0.05","新台幣                 10.0000元","1168522.00","58997.00","-40193.00","-4050.00",
"5225","東科控股股份有限公司","其他電子業","0.42","新台幣                 10.0000元","5538244.00","1541.00","53550.00","25738.00",
"5234","達興材料股份有限公司","光電業","3.48","新台幣                 10.0000元","2869507.00","371700.00","-4445.00","324736.00",
"5243","乙盛精密工業股份有限公司","光電業","1.85","新台幣                 10.0000元","7861112.00","409293.00","-53150.00","319368.00",
"5258","虹堡科技股份有限公司","電腦及週邊設備業","0.06","新台幣                 10.0000元","1716945.00","75173.00","-36353.00","9476.00",
"5259","清惠光電股份有限公司","光電業","-6.61","新台幣                 10.0000元","156829.00","-70549.00","-26827.00","-97376.00",
"5264","鎧勝控股有限公司","電腦及週邊設備業","4.03","新台幣                 10.0000元","23362680.00","1704132.00","142372.00","1370000.00",
"5269","祥碩科技股份有限公司","半導體業","5.17","新台幣                 10.0000元","2326941.00","598129.00","-237129.00","309392.00",
"5284","經寶精密控股股份有限公司","其他","4.27","新台幣                 10.0000元","944738.00","184036.00","14101.00","164772.00",
"5285","界霖科技股份有限公司","半導體業","2.65","新台幣                 10.0000元","2448997.00","251183.00","-22020.00","201884.00",
"5288","開曼商豐祥控股股份有限公司","電機機械","4.82","新台幣                 10.0000元","3017837.00","371521.00","55295.00","316862.00",
"5305","敦南科技股份有限公司","半導體業","1.70","新台幣                 10.0000元","8416830.00","922468.00","191452.00","902170.00",
"5388","中磊電子股份有限公司","通信網路業","3.85","新台幣                 10.0000元","28151094.00","1086520.00","37126.00","911643.00",
"5434","崇越科技股份有限公司","電子通路業","4.79","新台幣                 10.0000元","17441703.00","879966.00","175146.00","796294.00",
"5469","瀚宇博德股份有限公司","電子零組件業","1.14","新台幣                 10.0000元","28865788.00","1015288.00","57455.00","631410.00",
"5471","松翰科技股份有限公司","半導體業","1.18","新台幣                 10.0000元","2562468.00","239106.00","6134.00","198197.00",
"5484","慧友電子股份有限公司","光電業","-0.56","新台幣                 10.0000元","460866.00","-72032.00","3656.00","-64412.00",
"5515","建國工程股份有限公司","建材營造","0.26","新台幣                 10.0000元","3779246.00","90889.00","27186.00","86773.00",
"5519","隆大營建事業股份有限公司","建材營造","0.67","新台幣                 10.0000元","1472475.00","130442.00","22523.00","122856.00",
"5521","工信工程股份有限公司","建材營造","0.07","新台幣                 10.0000元","2930616.00","42567.00","-12171.00","21341.00",
"5522","遠雄建設事業股份有限公司","建材營造","1.95","新台幣                 10.0000元","13256333.00","2011127.00","-143738.00","1631372.00",
"5525","順天建設股份有限公司","建材營造","0.09","新台幣                 10.0000元","644228.00","24681.00","-4746.00","19074.00",
"5531","鄉林建設事業股份有限公司","建材營造","-0.12","新台幣                 10.0000元","1771539.00","-70038.00","-112642.00","-211285.00",
"5533","皇鼎建設開發股份有限公司","建材營造","0.49","新台幣                 10.0000元","2250063.00","257233.00","-91078.00","140026.00",
"5534","長虹建設股份有限公司","建材營造","6.20","新台幣                 10.0000元","3983569.00","1465450.00","491356.00","1799052.00",
"5538","開曼東明控股股份有限公司","鋼鐵工業","2.65","新台幣                 10.0000元","5438434.00","645672.00","-29640.00","447093.00",
"5607","遠雄自貿港投資控股股份有限公司","航運業","1.23","新台幣                 10.0000元","1079938.00","254344.00","-21545.00","259256.00",
"5608","四維航業股份有限公司","航運業","-2.09","新台幣                 10.0000元","2495595.00","-626713.00","-337919.00","-974970.00",
"5706","鳳凰國際旅行社股份有限公司","觀光事業","2.33","新台幣                 10.0000元","2117430.00","129872.00","33991.00","139959.00",
"5871","中租控股股份有限公司","其他","6.17","新台幣                 10.0000元","29812698.00","9143380.00","645946.00","7292352.00",
"5880","合作金庫金融控股股份有限公司","金融保險業","0.96","新台幣                 10.0000元","34658892.00","--","--","12048035.00",
"5906","台南企業(開曼)股份有限公司","貿易百貨","-1.03","新台幣                 10.0000元","1068497.00","-40851.00","836.00","-40480.00",
"5907","大洋百貨集團控股股份有限公司","貿易百貨","-0.38","新台幣                 10.0000元","4124412.00","469994.00","-275059.00","-71155.00",
"6005","群益金鼎證券股份有限公司","金融保險業","0.90","新台幣                 10.0000元","6626673.00","1837192.00","577912.00","2212763.00",
"6024","群益期貨股份有限公司","金融保險業","3.67","新台幣                 10.0000元","2019512.00","398305.00","250083.00","571514.00",
"6108","競國實業股份有限公司","電子零組件業","1.50","新台幣                 10.0000元","6497111.00","335915.00","33926.00","239650.00",
"6112","聚碩科技股份有限公司","資訊服務業","1.93","新台幣                 10.0000元","7824212.00","251891.00","-462.00","205611.00",
"6115","鎰勝工業股份有限公司","電子零組件業","2.01","新台幣                 10.0000元","5206292.00","608777.00","-90241.00","374336.00",
"6116","瀚宇彩晶股份有限公司","光電業","1.56","新台幣                 10.0000元","17592210.00","5019447.00","153120.00","5037395.00",
"6117","迎廣科技股份有限公司","電腦及週邊設備業","-1.84","新台幣                 10.0000元","1426276.00","-176163.00","-24020.00","-172548.00",
"6120","達運精密工業股份有限公司","光電業","0.50","新台幣                 10.0000元","21872887.00","371917.00","139621.00","335143.00",
"6128","上福全球科技股份有限公司","電腦及週邊設備業","1.57","新台幣                 10.0000元","1298423.00","220258.00","-36094.00","137540.00",
"6131","悠克國際股份有限公司","光電業","1.77","新台幣                 10.0000元","30888.00","-41075.00","221702.00","180589.00",
"6133","金橋科技股份有限公司","電子零組件業","0.14","新台幣                 10.0000元","907907.00","44083.00","-18878.00","16586.00",
"6136","富爾特科技股份有限公司","通信網路業","1.46","新台幣                 10.0000元","539533.00","-18959.00","194431.00","170195.00",
"6139","亞翔工程股份有限公司","其他電子業","1.85","新台幣                 10.0000元","15833684.00","566881.00","161199.00","556318.00",
"6141","柏承科技股份有限公司","電子零組件業","1.26","新台幣                 10.0000元","2783718.00","194097.00","-10997.00","163398.00",
"6142","友勁科技股份有限公司","通信網路業","-0.51","新台幣                 10.0000元","2609922.00","-123832.00","-12067.00","-135899.00",
"6145","勁永國際股份有限公司","電子通路業","-0.28","新台幣                 10.0000元","1519657.00","-97068.00","-5989.00","-91945.00",
"6152","百一電子股份有限公司","通信網路業","-0.34","新台幣                 10.0000元","6068793.00","-59066.00","-17954.00","-59803.00",
"6153","嘉聯益科技股份有限公司","電子零組件業","-0.04","新台幣                 10.0000元","9202744.00","84298.00","-76999.00","-13289.00",
"6155","鈞寶電子工業股份有限公司","電子零組件業","0.47","新台幣                 10.0000元","521017.00","65835.00","-23986.00","40787.00",
"6164","華興電子工業股份有限公司","光電業","0.42","新台幣                 10.0000元","981083.00","54296.00","8044.00","42265.00",
"6165","捷泰精密工業股份有限公司","電子零組件業","0.05","新台幣                 10.0000元","21489.00","-26685.00","29332.00","2647.00",
"6166","凌華科技股份有限公司","電腦及週邊設備業","1.43","新台幣                 10.0000元","7911430.00","380556.00","18467.00","311034.00",
